2021-02-14 10:50:58+00:00,1360904358133702661,1360904358133702661,Twitter for iPhone,"RT @taqa_sa: باستخدام تطبيقات الخرائط.. توصل أسرع وتوفر بنزين 🗺

#سيارتك_تفزع_لك
#لتبقى⁩ https://t.co/t17pwUzlcZ",مدربة قيادة حي طويق,A_driving_instr,,False,214,0,0,,,False,False,ar,0,Positive,Others

2021-02-14 10:50:52+00:00,1360904333219540997,1360904333219540997,Twitter for iPhone,"RT @taqa_sa: القيادة المتزنة تساعدك على التوفير  🚙

#سيارتك_تفزع_لك
#لتبقى⁩ https://t.co/hdBIjNvI4j",مدربة قيادة حي طويق,A_driving_instr,,False,214,0,0,,,False,False,ar,0,Positive,Others

2021-02-14 10:50:44+00:00,1360904299367251968,1360904299367251968,Twitter for Android,@HashKSA @taqa_sa مصدر المعلومة: ورش التشاليح,مرضي,Malki7II,"الطائف, المملكة العربية السعود",False,2211,0,0,407054921,HashKSA,False,False,ar,0,Positive,Others

2021-02-14 10:50:11+00:00,1360904161085259778,1360904161085259778,Twitter for iPhone,"RT @taqa_sa: المبالغة في تسخين السيارة تضيع وقتك وفلوسك ⏰

#سيارتك_تفزع_لك
#لتبقى⁩ https://t.co/uBIsTH24bo",مدربة قيادة حي طويق,A_driving_instr,,False,214,0,0,,,False,False,ar,0,Negative,Others

2021-02-14 10:45:09+00:00,1360902895412117508,1360902895412117508,Twitter for iPhone,@taqa_sa نخالف رايكم  .  لازم المكينه تحتمي .. خسرنا مال سبب   المشي والمحزك بارد,السعوديه بقلوبنا,Saudispshl,المملكة العربية السعودية,False,1380,0,0,1940241985,taqa_sa,False,False,ar,0,Positive,Others

2021-02-14 09:46:11+00:00,1360888058703454208,1360888058703454208,Twitter for iPhone,"@HashKSA @taqa_sa اذا ضغط RPM المسمى بضغط الهواء مرتفع و عشقت بتسمع طقه القير واذا منخفض بعد الانتظار بيعشق القير بسلاسه 
30 ثانيه ليست مقياس موحد، طبيعي يختلف فصل الصيف عن الشتاء 
وانتم تكلمتو عن دوران الزيت في المكينه ولا تكلمت عن زيت القير ولا نقدر نفصلها عن بعض",ابوعبدالله#بيئة,ma_2299,,False,72,0,0,407054921,HashKSA,False,False,ar,0,Positive,Others

2021-02-14 09:45:35+00:00,1360887907192614913,1360887907192614913,Twitter for iPhone,@HashKSA @taqa_sa واذا RPM صافق 1.5 لمدة ٥٠ ثانيه عادي امشي قبلها,Abdullah Alduwaihi,Rufflinko87,"Riyadh, Kingdom of Saudi Arabia",False,82,0,0,407054921,HashKSA,False,False,ar,0,Neutral,Others

2021-02-14 09:29:52+00:00,1360883951456419842,1360883951456419842,Twitter for Android,@HashKSA @taqa_sa وسيارات الديزل كم تحتاج وقت,Mahmoud,Mahmoud65535964,,False,1,0,0,407054921,HashKSA,False,False,ar,0,Positive,Ad

2021-02-14 09:25:39+00:00,1360882891178323970,1360882891178323970,Twitter for Android,@taqa_sa هذى التغريده شكلها ايام الحضر 😅,Sultan Aa,SultanA91491121,,False,4,0,0,1940241985,taqa_sa,False,False,ar,1,Neutral,Others

